Gene Symbol,Residual.Variation.Intolerance.Score,Residual.Variation.Intolerance.Score.Percentile
A1BG,-0.466531443838218,23.5138004246284
A1CF,-0.37834611649652,28.0136824722812
A2LD1,0.189398298123153,66.3187072422741
A2M,0.0991786777941675,60.757254069356
A2ML1,2.41990149014731,98.5255956593536
A4GALT,-0.290161348016747,33.3392309506959
A4GNT,1.10787579439403,92.0382165605096
AAAS,-0.911109353183856,9.96107572540694
AACS,-1.17024163384781,6.03916017928757
AADAC,-0.0917467566846805,46.9155461193678
AADACL2,-0.314027421907655,31.929700401038
AADACL3,2.13133248600224,97.9240386883699
AADACL4,-0.622676945576307,17.3154045765511
AADAT,-0.117432389280715,44.8926633640009
AAED1,0.170987911949958,65.5579146025006
AAGAB,0.0203027730121405,55.6086341118188
AAK1,-0.664951379330876,15.9117716442557
AAMP,0.0405295408939063,57.1538098608162
AANAT,-0.0697007244836589,48.5432885114414
AAR2,-0.312207497304812,32.0594479830149
AARS,-0.655870776310616,16.1240858693088
AARS2,1.14268500998538,92.3743807501769
AARSD1,-0.0660618817075632,48.7791932059448
AASDH,1.05449291686694,91.3717857985374
AASDHPPT,-0.383807564318784,27.4180231186601
AASS,-0.905656269300434,10.1203113941967
AATF,-0.286522835491421,33.4748761500354
ABAT,-0.332434268456469,30.7442793111583
ABCA1,-0.239047283807464,36.2880396319887
ABCA10,1.03793892941744,91.1476763387591
ABCA12,-0.299763454821852,32.2658645907054
ABCA13,4.73031281556021,99.7876857749469
ABCA2,-4.23770015575192,0.123849964614296
ABCA3,-1.47769045066287,3.70960132106629
ABCA4,0.736662821408712,86.3057324840764
ABCA5,0.771533118023548,86.9603680113234
ABCA6,0.264439528818458,70.4411417787214
ABCA7,-2.15122709517955,1.46260910592121
ABCA8,0.909319044955991,89.4727530077849
ABCA9,-0.00195721865880914,53.7331917905166
ABCB1,0.0991786777941675,60.757254069356
ABCB10,-0.134019284192217,43.9077612644492
ABCB11,-1.1409542408403,6.38711960368011
ABCB4,-0.545632343319782,20.0224109459778
ABCB5,4.17615570234983,99.6992215145081
ABCB6,-0.369255208252928,28.2554847841472
ABCB7,0.861712132576277,88.688369898561
ABCB8,0.295774947295389,71.6442557206888
ABCB9,-1.8151662882492,2.16442557206888
ABCC1,-0.841660883352592,11.2939372493513
ABCC10,-1.70540224073241,2.51238499646143
ABCC11,1.62412785140594,96.0368011323425
ABCC12,1.11143431164518,92.0677046473225
ABCC2,0.955252643733121,90.0920028308563
ABCC3,0.690669138619455,85.2146732719981
ABCC4,0.214875663011589,67.7223401745695
ABCC5,-1.96773999180412,1.81646614767634
ABCC6,0.626356325772168,83.5397499410238
ABCC8,-2.09110719422843,1.56876621844775
ABCC9,-1.96773999180412,1.81646614767634
ABCD1,-0.536310939527276,20.5355036565228
ABCD2,-0.0917467566846805,46.9155461193678
ABCD3,-0.646543901360443,16.4425572068884
ABCD4,0.804668133743831,87.7152630337344
ABCE1,-0.251530011710464,35.4210898796886
ABCF1,-0.222203494990711,37.5442321302194
ABCF2,-0.466531443838218,23.5138004246284
ABCF3,-0.771553416872604,13.1516867185657
ABCG1,-1.37413243583427,4.42911063930172
ABCG2,-0.198338176176581,39.171974522293
ABCG4,-0.0678812493446645,48.690728945506
ABCG5,1.16107861315009,92.6456711488559
ABCG8,0.744001103453506,86.3765038924275
ABHD1,-0.110153916402311,45.4883227176221
ABHD10,0.595326758222017,82.6610049539986
ABHD11,-0.404032746402437,26.5333805142722
ABHD12,-0.157884860709986,42.0559094125973
ABHD12B,1.03991354678614,91.2597310686483
ABHD13,-0.317668748016334,31.4578910120311
ABHD14A,0.773521533931283,87.0606275064874
ABHD14B,0.215080721481145,67.9169615475348
ABHD15,-0.246069118713615,36.069827789573
ABHD16A,-0.336073592567977,30.5555555555556
ABHD2,-0.025608647402347,51.9167256428403
ABHD3,-0.203796825746796,38.8181174805379
ABHD4,-0.979072681514534,8.7520641660769
ABHD5,-0.424258537696004,25.5602736494456
ABHD6,-0.49403930292671,22.0924746402453
ABHD8,-0.203796825746796,38.8181174805379
ABI1,-0.315847836024872,31.687898089172
ABI2,-0.361761278776434,28.6329322953527
ABI3,-0.025608647402347,51.9167256428403
ABI3BP,0.45374373020571,78.0549657938193
ABL1,-1.62971131421101,2.85444680349139
ABL2,-0.992035475507045,8.60462373201227
ABLIM1,-0.240611659521583,36.2821420146261
ABLIM2,-1.50643546414654,3.54446803491389
ABLIM3,-1.150005948,6.28686010851616
ABP1,-0.591542347345448,18.2472281198396
ABR,-1.03976176960321,7.80254777070064
ABRA,-0.201976963562696,38.9832507666903
ABRACL,0.035072053907763,56.2514744043406
ABT1,-0.271755480784169,34.3182354328851
ABTB1,-0.951568547505514,9.27105449398443
ABTB2,-1.01227211957013,8.17409766454352
ACAA1,0.0643948230301201,58.8464260438783
ACAA2,-0.578583622949027,18.7190375088464
ACACA,-1.61307112315346,2.96060391601793
ACACB,-1.97463512902328,1.77518282613824
ACAD10,-0.53837875268284,20.0518990327908
ACAD11,0.604424343166505,82.9028072658646
ACAD8,-0.380166007171021,27.8839348903043
ACAD9,-0.841329383684468,11.3647086577023
ACADL,-0.358119786745166,29.1637178579854
ACADM,-0.247889023710057,35.9872611464968
ACADS,-0.200157416488548,39.1129983486671
ACADSB,-0.402212256577357,26.7338995046001
ACADVL,0.0257608830698084,55.7855626326964
ACAN,1.28431071237112,93.7721160651097
ACAP1,0.0018954642787555,54.0339702760085
ACAP2,-0.602450568305549,17.9110639301722
ACAP3,-0.352661697351041,29.4880868129276
ACAT1,-0.538132194449346,20.2642132578438
ACAT2,-0.35994025061284,28.9337107808445
ACBD3,0.150760230636795,64.5140363293229
ACBD4,0.463046107647997,78.585751356452
ACBD5,-0.556537043351292,19.7275300778485
ACBD6,-0.427900189387204,25.1474404340646
ACBD7,0.147123112334949,64.1129983486671
ACCS,0.290313621425766,71.5675866949752
ACCSL,-0.154246007273992,42.2269403161123
ACD,-0.598810865184194,18.1351733899505
ACE,-0.573431472969034,18.9077612644492
ACE2,0.885576705416658,89.1424864354801
ACER1,-0.025608647402347,51.9167256428403
ACER2,0.172806449558955,65.7584335928285
ACER3,0.058937497744424,58.2625619249823
ACHE,-0.598810865184194,18.1351733899505
ACIN1,-0.43539607370022,24.7051191318707
ACLY,-0.773369630731486,13.104505779665
ACMSD,-0.404032746402437,26.5333805142722
ACN9,0.303266899742394,72.0099079971691
ACO1,-1.08204451752413,7.24227412125501
ACO2,-0.997481927891132,8.47487615003539
ACOT11,0.720128342918507,85.8575135645199
ACOT12,0.156217550918312,64.8207124321774
ACOT13,0.325313576744552,73.1127624439726
ACOT4,0.284856335676923,71.4083510261854
ACOT6,0.547599505462847,81.2160887001651
ACOT7,-0.756778258577189,13.446567586695
ACOT8,0.110306132377894,62.0016513328615
ACOT9,0.439181676015032,77.6952111347016
ACOX1,0.134171522030655,63.5704175513093
ACOX2,-0.573127850698603,18.9608398207124
ACOX3,-0.788160232530081,12.6267987732956
ACOXL,1.86668643014449,97.1986317527719
ACP1,0.26099168622154,70.2583156404813
ACP2,0.0864408673100608,60.4741684359519
ACP5,0.35463271418372,74.5812691672564
ACP6,0.863528995078317,88.7414484548243
ACPL2,-0.37834611649652,28.0136824722812
ACPP,-0.602450568305549,17.9110639301722
ACPT,-0.222203494990711,37.5442321302194
ACR,-0.602450568305549,17.9110639301722
ACRBP,-0.688817379094939,15.2040575607455
ACRC,-0.35448051846324,29.4291106393017
ACRV1,0.0828027428069584,60.0908233073838
ACSBG1,-0.372889895863846,28.2024062278839
ACSBG2,1.71597242298441,96.4791224345364
ACSF2,-0.178111357009241,40.4458598726115
ACSF3,-0.881793075282172,10.5390422269403
ACSL1,-0.841329383684468,11.3647086577023
ACSL3,0.132352165183905,63.4878509082331
ACSL4,-0.560178693155224,19.308799245105
ACSL5,0.268267497235992,70.6416607690493
ACSL6,-0.642904474479737,16.6253833451286
ACSM1,0.115764777795879,62.1726822363765
ACSM2A,0.40782820567314,76.5097900448219
ACSM2B,0.560331223590769,81.7055909412597
ACSM3,1.28972371564255,93.8546827081859
ACSM4,-0.464712395317715,23.5727765982543
ACSM5,3.18457441539191,99.3276716206652
ACSS1,-0.949752637970661,9.3241330502477
ACSS2,-0.486758915176293,22.6999292285916
ACSS3,-0.422438699382184,25.6428402925218
ACTA1,-0.295622497334953,32.6197216324605
ACTA2,-0.273576252810267,33.9702760084926
